cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/3/20,OH-16,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,7,Challenger experience,0,Godfrey has never held elected office.,DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,6,Incumbent's voting record in Congress,-1.293355,"Gonzalez has voted with Republicans 65% of the time in roll-call votes in recent sessions of Congress. Candidates who break with their party more often tend to overperform at the ballot booth, other factors held equal.",DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,5,Fundraising,-13.92572,"As of Oct. 14, Gonzalez had raised $946,000 in individual contributions (95% of all such contributions to the major-party candidates); Godfrey had raised $51,000 (5%).",DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,4,Generic ballot,2.575175,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,3,Incumbent's margin in last election,-3.804797,Gonzalez won by 13.5 percentage points in 2018 in an open-seat race.,DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,2,District partisanship,-3.326173,"OH-16 is 15.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,11,Total,-26.7751,"",DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-16,1,Incumbency,-7.000225,"Gonzalez has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-16 has nationally representative demographics, so incumbency won't help Gonzalez as much there.",DR,Aaron Paul Godfrey,Anthony Gonzalez,Godfrey,Gonzalez,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,7,Challenger experience,0,Newby has never held elected office.,DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,6,Incumbent's voting record in Congress,-.4429428,Stivers has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,5,Fundraising,-13.48952,"As of Oct. 14, Stivers had raised $996,000 in individual contributions (96% of all such contributions to the major-party candidates); Newby had raised $47,000 (4%).",DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,4,Generic ballot,2.48288,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,3,Incumbent's margin in last election,-3.907799,Stivers won by 18.6 percentage points in 2018.,DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,2,District partisanship,-2.84876,"OH-15 is 14.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,11,Total,-25.00204,"",DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-15,1,Incumbency,-6.795896,"Stivers has been elected to 5 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-15 has nationally representative demographics, so incumbency won't help Stivers as much there.",DR,Joel Newby,Steve Stivers,Newby,Stivers,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,7,Challenger experience,0,O'Connor Mueri has never held elected office.,DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,6,Incumbent's voting record in Congress,-.4051446,Joyce has voted with Republicans 72% of the time in roll-call votes in recent sessions of Congress.,DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,5,Fundraising,-7.849896,"As of Oct. 14, Joyce had raised $1,052,000 in individual contributions (68% of all such contributions to the major-party candidates); O'Connor Mueri had raised $503,000 (32%).",DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,4,Generic ballot,1.81135,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,3,Incumbent's margin in last election,-1.973089,Joyce won by 10.5 percentage points in 2018.,DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,2,District partisanship,-1.574549,"OH-14 is 10.7 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,11,Total,-14.94714,"",DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-14,1,Incumbency,-4.955811,"Joyce has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-14 has nationally representative demographics, so incumbency won't help Joyce as much there.",DR,Hillary O'Connor Mueri,David Joyce,O'Connor Mueri,Joyce,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,7,Challenger experience,-2.442366,"Hagan has held elected office before. (So has Ryan, but this is accounted for in our incumbency calculation.)",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,6,Incumbent's voting record in Congress,-1.740893,"Ryan has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,5,Fundraising,1.585411,"As of Oct. 14, Ryan had raised $898,000 in individual contributions (55% of all such contributions to the major-party candidates); Hagan had raised $736,000 (45%).",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,4,Generic ballot,3.154471,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,3,Incumbent's margin in last election,2.394196,Ryan won by 22.0 percentage points in 2018.,DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,2,District partisanship,2.978455,"OH-13 is 11.6 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,11,Total,14.54213,"",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-13,1,Incumbency,8.612853,"Ryan has been elected to 9 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-13 has nationally representative demographics, so incumbency won't help Ryan as much there.",DR,Tim Ryan,Christina Hagan,Ryan,Hagan,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,7,Challenger experience,0,Shearer has never held elected office.,DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,6,Incumbent's voting record in Congress,-.4348022,Balderson has voted with Republicans 70% of the time in roll-call votes in recent sessions of Congress.,DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,5,Fundraising,-4.652294,"As of Oct. 14, Shearer had raised $912,000 in individual contributions (53% of all such contributions to the major-party candidates); Balderson had raised $813,000 (47%).",DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,4,Generic ballot,1.319997,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,3,Incumbent's margin in last election,-.9589204,Balderson won by 4.2 percentage points in 2018.,DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,2,District partisanship,-1.394198,"OH-12 is 13.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,11,Total,-9.731256,"",DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-12,1,Incumbency,-3.611039,"Balderson has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-12 has nationally representative demographics, so incumbency won't help Balderson as much there.",DR,Alaina Shearer,Troy Balderson,Shearer,Balderson,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,7,Challenger experience,0,Schroder has never held elected office.,DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,6,Incumbent's voting record in Congress,.0473619,Chabot has voted with Republicans 81% of the time in roll-call votes in recent sessions of Congress.,DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,5,Fundraising,-1.548597,"As of Oct. 14, Schroder had raised $2,932,000 in individual contributions (62% of all such contributions to the major-party candidates); Chabot had raised $1,769,000 (38%).",DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,4,Generic ballot,.4916283,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,3,Incumbent's margin in last election,-.3626404,Chabot won by 4.4 percentage points in 2018.,DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,2,District partisanship,-.3332637,"OH-1 is 8.3 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,11,Total,-3.031307,"",DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-1,1,Incumbency,-1.325796,"Chabot has been elected to 12 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-1 has nationally representative demographics, so incumbency won't help Chabot as much there.",DR,Kate Schroder,Steve Chabot,Schroder,Chabot,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,7,Challenger experience,0,Gore has never held elected office.,DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,6,Incumbent's voting record in Congress,-2.574921,"Fudge has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,5,Fundraising,.8955091,"As of Oct. 14, Gore had raised $146,000 in individual contributions (52% of all such contributions to the major-party candidates); Fudge had raised $132,000 (48%).",DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,4,Generic ballot,4.284471,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,3,Incumbent's margin in last election,15.23813,Fudge won by 64.5 percentage points in 2018.,DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,2,District partisanship,25.23041,"OH-11 is 62.1 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,11,Total,56.20747,"",DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-11,1,Incumbency,13.13387,"Fudge has been elected to 6 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. OH-11 has highly distinctive demographics, so incumbency will help Fudge a lot there.",DR,Marcia L. Fudge,Laverne Gore,Fudge,Gore,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,7,Challenger experience,0,Tims has never held elected office.,DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,6,Incumbent's voting record in Congress,-.1883425,Turner has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,5,Fundraising,-3.104349,"As of Oct. 14, Tims had raised $1,452,000 in individual contributions (64% of all such contributions to the major-party candidates); Turner had raised $800,000 (36%).",DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,4,Generic ballot,1.012469,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,3,Incumbent's margin in last election,-1.297531,Turner won by 13.8 percentage points in 2018.,DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-10,2,District partisanship,-.6090704,"OH-10 is 7.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Desiree Tims,Michael Turner,Tims,Turner,00:19:54  3 Nov 2020
